judul,asal,person,sentence
Desa Penyalahan Tasikmalaya,Jawa Barat,Loreng,"""Hai, Loreng, kau membunuh anakku?"" teriak sang istri, tak dapat menyembunyikan ketakutannya"
Desa Penyalahan Tasikmalaya,Jawa Barat,si Loreng,"Namun, si Loreng hanya menggelengkan kepalanya dengan penuh kesedihan"
Desa Penyalahan Tasikmalaya,Jawa Barat,si Loreng,"Tanpa berpikir panjang, sang suami menyerang si Loreng dengan geloknya"
Desa Penyalahan Tasikmalaya,Jawa Barat,Si Loreng,"Si Loreng terkejut dan heran dengan serangan itu, tetapi ia tidak berusaha melawan"
Desa Penyalahan Tasikmalaya,Jawa Barat,si Loreng,"Akhirnya, dengan penuh kesedihan, si Loreng meninggalkan dunia ini"
Desa Penyalahan Tasikmalaya,Jawa Barat,si Loreng,"Setelah si Loreng mati, sang suami dan istri segera bergegas pulang untuk melihat keadaan anak mereka"
Desa Penyalahan Tasikmalaya,Jawa Barat,si,"Namun, ketika mereka sampai di rumah, mereka terkejut melihat si bayi sedang tidur dengan nyenyak di dalam buaian"
Desa Penyalahan Tasikmalaya,Jawa Barat,Sang,"Sang istri meraih bayinya dengan gemetar, mencari-cari tanda-tanda luka atau cedera"
Desa Penyalahan Tasikmalaya,Jawa Barat,si Loreng,Mereka segera menyadari bahwa si Loreng sebenarnya datang untuk menyelamatkan anak mereka dari serangan ular besar itu
Desa Penyalahan Tasikmalaya,Jawa Barat,si Loreng,"Mereka menyadari bahwa mereka telah salah menyalahkan si Loreng, yang sebenarnya telah bersikap sangat setia dan penuh pengabdiannya kepada mereka selama ini"
Desa Penyalahan Tasikmalaya,Jawa Barat,si Loreng,""" Desa itu semakin ramai dengan penduduk dari berbagai penjuru, dan kisah si Loreng menjadi cerita yang melegenda di sana"
Desa Penyalahan Tasikmalaya,Jawa Barat,si Loreng,"Dan karena pengorbanan si Loreng, mereka menjaga dan menghormati keberadaan harimau di desa mereka, mengingatkan bahwa keputusan yang terburu-buru dapat mengakibatkan penyesalan yang besar"
Situ Bagendit,Jawa Barat,nya,Pada jaman dahulu kala di sebelah Utara kota Garut terdapat sebuah desa yang penduduknya kebanyakan bekerja sebagai petani
Situ Bagendit,Jawa Barat,nya,Tanah desa yang subur dan tidak kekurangan air sangatlah membantu petani untuk menghasilkan banyak padi dengan kualitas yang baik
Situ Bagendit,Jawa Barat,Nyai Endit,Ia bernama Nyai Endit
Situ Bagendit,Jawa Barat,Nyai Endit,Nyai Endit merupakan seorang perempuan kaya yang tinggal di desa itu
Situ Bagendit,Jawa Barat,nya,"Semenjak suaminya meninggal, ia memperoleh warisan berupa kekayaan yang berlimpah"
Situ Bagendit,Jawa Barat,Nyai Endit,"Sayangnya, hal tersebut malah membuat Nyai Endit menjadi kikir dan congkak"
Situ Bagendit,Jawa Barat,Nyai Endit,Nyai Endit terbiasa menekan para petani yang tinggal di desa tersebut
Situ Bagendit,Jawa Barat,nya,Ia seringkali memaksa para petani untuk menjual padinya dengan harga murah
Situ Bagendit,Jawa Barat,i Endit,"Dan ketika persediaan beras masyarakat habis, mereka harus membeli dari nyai Endit dengan harga yang melambung tinggi"
Situ Bagendit,Jawa Barat,Nyai Endit,Perbuatan Nyai Endit ini sangatlah merugikan masyarakat yang hidup di sana
Situ Bagendit,Jawa Barat,Nyai Endit,Harta yang berlimpah hanya membuat Nyai Endit semakin pelit
Situ Bagendit,Jawa Barat,Nyai Endit,"Bukan hanya ia sering menekan warga desa, Nyai Endit bahkan tidak pernah mau membantu warga yang sedang kesulitan"
Situ Bagendit,Jawa Barat,Nyai Endit,"Setiap kali warga datang meminta bantun, Nyai Endit menolaknya dengan angkuh"
Situ Bagendit,Jawa Barat,nya,"""Ini semua kan harta milikku, untuk apa juga aku membagikannya pada warga? Mereka itu hanya bisanya meminta-minta saja"
Situ Bagendit,Jawa Barat,Nyai Endit,"Seharusnya mereka bekerja lebih keras jika ingin kaya sepertiku,"" ungkap Nyai EnditNyai Endit lebih senang menghabiskan hartanya untuk mengadakan pesta di desa tersebut"
Situ Bagendit,Jawa Barat,Nyai Endit,"Di tengah kemeriahan pesta, Nyai Endit terbiasa memamerkan harta kekayaannya pada rakyat setempat dengan sombong"
Situ Bagendit,Jawa Barat,Nyai Endit,Pesta Nyai Endit selalu membuat penduduk desa mulai kehabisan bahan makanan
Situ Bagendit,Jawa Barat,nya,Bahkan banyak yang sudah mulai menderita kelaparan
Situ Bagendit,Jawa Barat,Nyai Endit,Sementara Nyai Endit selalu berpesta pora dengan makanan-makanan mewah di rumahnya
Situ Bagendit,Jawa Barat,Nyai Endit,"Sebentar lagi kita terpaksa harus membeli beras ke Nyai Endit,"" kata seorang warga kepada tetangganya"
Situ Bagendit,Jawa Barat,nya,"""Harganya kini lima kali lipat lebih mahal dibanding saat kita menjualnya dulu"
Situ Bagendit,Jawa Barat,nya,"Bagaimana ini?"" Balas warga lainnya"
Situ Bagendit,Jawa Barat,Nyai Endit,Di suatu hari yang sangat terik Nyai Endit kembali mengadakan pesta yang amat besar
Situ Bagendit,Jawa Barat,Nyai Endit,"Di tengah meriahnya pesta yang diadakan Nyai Endit, dari kejauhan datanglah seorang pengemis tua"
Situ Bagendit,Jawa Barat,Nyai Endit,Pengemis itu berjalan terbungkuk-bungkuk melewati rumah penduduk dengan tatapan iba dan menemui Nyai Endit di rumahnya
Situ Bagendit,Jawa Barat,Nya,"iba-tiba saja pengemis tua itu berkata, “Nyai, tolong beri hamba makanan sedikit saja, hamba lapar sudah beberapa hari belum makan"
Situ Bagendit,Jawa Barat,Nyai Endit,"""Nyai Endit yang melihat pengemis itu merasa terganggu"
Situ Bagendit,Jawa Barat,nya,Ia pun berusaha memanggil penjaga untuk mengusir pengemis itu dari rumahnya
Situ Bagendit,Jawa Barat,Nyai Endit,"“Pergilah kau dari rumahku, pengemis kotor! Tidak lihat ya kamu aku sedang berpesta? Kamu mengacaukan semua kegembiraanku dengan baumu itu,” teriak Nyai Endit dengan jengkel"
Situ Bagendit,Jawa Barat,Nyai Endit,Hari pun berganti dan Nyai Endit masih merasa tidak nyaman atas kedatangan pengemis lusuh di pestanya kemarin
Situ Bagendit,Jawa Barat,nya,"Lebih anehnya lagi tidak ada seorangpun yang berhasil mencabut tongkat tersebut, meskipun banyak warga yang telah mencoba menariknya beramai-ramai"
Situ Bagendit,Jawa Barat,Nyai Endit,Nyai Endit yang terlihat penasaran berusaha mendekati kerumunan warga yang tengah mencoba menarik tongkat tersebut
Situ Bagendit,Jawa Barat,Nyai Endit,Tanpa diduga ternyata pengemis yang Nyai Endit usir sebelumnya kembali
Situ Bagendit,Jawa Barat,Nyai Endit,Melihatnya Nyai Endit pun kembali merasa geram
Situ Bagendit,Jawa Barat,Nyai Endit,"Nyai Endit segera berkata, ""Rupanya kau kembali pengemis tua"
Situ Bagendit,Jawa Barat,Nyai Endit,"Cabut dan segera pergi dari sini!"" Pengemis tua itu melihat Nyai Endit dan ia pun mengabulkan permintaannya"
Situ Bagendit,Jawa Barat,Sang,Sang pengemis tua segera  mencabut tongkat tersebut
Situ Bagendit,Jawa Barat,nya,Warga pun terheran mengapa pengemis itu mampu melakukannya padahal tidak ada warga yang mampu
Situ Bagendit,Jawa Barat,Nyai Endit,Berbeda dengan Nyai Endit yang engga melepas hartanya
Situ Bagendit,Jawa Barat,Nyai Endit,"Meskipun air semakin bertambah tinggi, Nyai Endit tetap beridam di rumahnya yang penuh dengan harta dan perhiasan"
Situ Bagendit,Jawa Barat,nya,Hingga akhirnya ia pun tenggelam bersama rumah dan isinya
Situ Bagendit,Jawa Barat,Nyai Endit,Situ artinya danau dan Bagendit berasal dari nama Nyai Endit
Situ Bagendit,Jawa Barat,Nyai Endit,Katanya itu merupakan penjelmaan sosok Nyai Endit yang tidak berhasil kabur dari jebakan air
Asal Mula Pancoran,DKI Jakarta,Pangeran Gerinda,"Raja tersebut memiliki tiga orang putra yang hebat dan berbakat, yakni Pangeran Jaya, Pangeran Suta, dan Pangeran Gerinda"
Asal Mula Pancoran,DKI Jakarta,anger,"""

Dengan hati penuh tekad, ketiga pangeran itu memulai perjalanan mereka ke tempat ujian"
Asal Mula Pancoran,DKI Jakarta,anger,"Setelah melewati perjalanan yang melelahkan, ketiga pangeran itu memutuskan untuk beristirahat dan mandi di sungai yang sejuk itu"
Asal Mula Pancoran,DKI Jakarta,Pangeran Gerinda,"Pangeran Jaya memilih untuk tetap mengenakan pakaian lamanya, sementara kedua adiknya, Pangeran Suta dan Pangeran Gerinda, mengganti pakaiannya dengan yang baru"
Asal Mula Pancoran,DKI Jakarta,Pangeran Suta,"""Pangeran Jaya, mengapa kau tidak mengganti pakaiannya?"" tanya Pangeran Suta dengan heran"
Asal Mula Pancoran,DKI Jakarta,Pangeran Jaya,"Aku harus menghematnya,"" jawab Pangeran Jaya dengan lembut"
Asal Mula Pancoran,DKI Jakarta,Pangeran Jaya,"""

Meskipun kedua adiknya memaksa, Pangeran Jaya tetap pada pendiriannya"
Asal Mula Pancoran,DKI Jakarta,Pangeran Gerinda,"Tanpa berpikir panjang, Pangeran Suta dan Pangeran Gerinda langsung terjun ke dalam pancuran dan meminum airnya"
Asal Mula Pancoran,DKI Jakarta,anger,"Namun, sesaat setelah meminum air tersebut, kedua pangeran itu tiba-tiba terkapar dan meninggal dunia di tempat"
Asal Mula Pancoran,DKI Jakarta,Pangeran Jaya,Pangeran Jaya sangat sedih dan berpikir untuk ikut mati bersama adik-adiknya
Asal Mula Pancoran,DKI Jakarta,Pangeran Jaya,"Dia menjelaskan bahwa hanya bidadari yang boleh meminum air pancuran tersebut, dan memperingatkan Pangeran Jaya untuk tidak melakukan hal yang sama"
Asal Mula Pancoran,DKI Jakarta,Pangeran Jaya,"""Biarlah aku menyusul adik-adikku!"" ucap Pangeran Jaya dengan sedih"
Asal Mula Pancoran,DKI Jakarta,Pangeran Jaya,"Namun, lelaki tua tersebut memberikan Pangeran Jaya sebuah kesempatan untuk menyelamatkan dirinya dan adik-adiknya"
Asal Mula Pancoran,DKI Jakarta,Pangeran Jaya,"Dia menawarkan sebuah pertanyaan: ""Jika aku bisa menghidupkan kembali adikmu, apakah kau bersedia menggantikan mereka sebagai pewaris tahta kerajaan?""

Setelah berpikir sejenak, Pangeran Jaya menjawab dengan mantap, ""Aku bersedia menggantikan adik-adikku jika mereka hidup kembali"
Asal Mula Pancoran,DKI Jakarta,Pangeran Jaya,"""

Pemilik pancuran itu mengizinkan Pangeran Jaya meminum air pancuran tersebut"
Asal Mula Pancoran,DKI Jakarta,Pangeran Gerinda,"Saat Pangeran Jaya meneguk air tersebut, tiba-tiba tubuh Pangeran Suta dan Pangeran Gerinda bergerak-gerak dan mereka hidup kembali"
Asal Mula Pancoran,DKI Jakarta,Pangeran Jaya,Pangeran Jaya mendapati dirinya masih tetap hidup walaupun sudah meneguk air pancuran itu
Asal Mula Pancoran,DKI Jakarta,anger,"Lalu, ia menyerahkan sebuah tongkat ke arah ketiga pangeran itu"
Asal Mula Pancoran,DKI Jakarta,Pangeran Jaya,"""

Setelah pangeran-pangeran itu mencoba, hanya Pangeran Jaya yang mampu mengangkat tongkat itu dengan mudah"
Asal Mula Pancoran,DKI Jakarta,Pangeran Jaya,"Dengan tongkat sakti itu, Pangeran Jaya dan saudara-saudaranya kembali ke istana dengan rasa kemenangan yang memenuhi hati mereka"
Asal Mula Pancoran,DKI Jakarta,anger,"Dan dari situlah, kisah ketiga pangeran itu menjadi legenda yang dikenang oleh seluruh kerajaan, sebagai contoh pengorbanan, kesabaran, dan keberanian yang patut diteladani"
Si Pitung,DKI Jakarta,Liem Tjeng,Babah Liem atau Liem Tjeng adalah tuan tanah di daerah tempat tinggal si Pitung
Si Pitung,DKI Jakarta,Babah Liem,Babah Liem menjadi tuan tanah dengan memberikan sejumlah uang pada pemerintah Belanda
Si Pitung,DKI Jakarta,em,"Selain itu, ia juga bersedia membayar pajak yang tinggi pada pemerintah Belanda"
Si Pitung,DKI Jakarta,Babah Liem,"Itulah sebabnya, Babah Liem mempekerjakan centeng-centengnya untuk merampas harta rakyat dan menarik pajak yang jumlahnya mencekik Ieher"
Si Pitung,DKI Jakarta,Babah Liem,"Si Pitung bertekad, ia harus melawan para centeng Babah Liem"
Si Pitung,DKI Jakarta,Haji Naipin,"Untuk itu ia berguru pada Haji Naipin, seorang ulama terhormat dan terkenal berilmu tinggi"
Si Pitung,DKI Jakarta,Haji Naipin,Haji Naipin berkenan untuk mendidik si Pitung karena beliau tahu wataknya
Si Pitung,DKI Jakarta,Si Pitung,Si Pitung memang terkenal rajin dan taat beragama
Si Pitung,DKI Jakarta,Pak Piun,"Tutur katanya sopan dan ia selalu patuh pada kedua orangtuanya, Pak Piun dan Bu Pinah"
Si Pitung,DKI Jakarta,Haji Naipin,"Beberapa bulan kemudian, si Pitung telah menguasai segala ilmu yang diajarkan oleh Haji Naipin"
Si Pitung,DKI Jakarta,Haji Naipin,"Haji Naipin berpesan, “Pitung, aku yakin kau bukan orang yang sombong"
Si Pitung,DKI Jakarta,em,Gunakan ilmumu untuk membela orang-orang yang tertindas
Si Pitung,DKI Jakarta,Haji Naipin,"”

Si Pitung mencium tangan Haji Naipin lalu pamit"
Si Pitung,DKI Jakarta,Babah Liem,Ia akan berjuang melawan Babah Liem dan centeng-centengnya
Si Pitung,DKI Jakarta,Babah Liem,“Lepaskan mereka!” teriak si Pitung ketika melihat centeng Babah Liem sedang memukuli seorang pria yang melawan mereka
Si Pitung,DKI Jakarta,si Pitung,Kalian adalah para pengecut yang bisanya hanya menindas orang yang lemah!” jawab si Pitung
Si Pitung,DKI Jakarta,si Pitung,Pemimpin centeng itu tersinggung mendengar perkataan si Pitung
Si Pitung,DKI Jakarta,si Pitung,Dia lalu memerintahkan anak buahnya untuk menyerang si Pitung
Si Pitung,DKI Jakarta,si Pitung,Namun semua centeng itu roboh terkena jurus-jurus si Pitung
Si Pitung,DKI Jakarta,pin,"Mereka Ian terbirit-birit, termasuk pemimpinnya"
Si Pitung,DKI Jakarta,si Pitung,"Sejak saat itu, si Pitung menjadi terkenal"
Si Pitung,DKI Jakarta,si Pitung,Meskipun demikian ia tetaplah si Pitung yang rendah hati dan tidak sombong
Si Pitung,DKI Jakarta,Babah Liem,"Sejak kejadian dengan para centeng Babah Liem, si Pitung memutuskan untuk mengabdikan hidupnya bagi rakyat jelata"
Si Pitung,DKI Jakarta,em,"Ia tak tahan menyaksikan kemiskinan mereka, dan ia muak melihat kekayaan para tuan tanah yang berpihak pada Belanda"
Si Pitung,DKI Jakarta,em,Mereka merampok rumah orang-orang kaya dan membagikan hasil rampokan tersebut pada rakyat jelata
Si Pitung,DKI Jakarta,si Pitung,Rakyat jelata memuji-muji kebaikan hati si Pitung
Si Pitung,DKI Jakarta,em,"Sebaliknya, pemerintah Belanda dan para tuan tanah mulai geram"
Si Pitung,DKI Jakarta,si Pitung,"Apalagi banyak perampok lain yang bertindak atas nama si Pitung, padahal mereka bukanlah anggota si Pitung"
Si Pitung,DKI Jakarta,si Pitung,Pemerintah Belanda kemudian mengeluarkan perintah untuk menangkap si Pitung
Si Pitung,DKI Jakarta,si Pitung,"Meskipun menjadi buronan, si Pitung tak gentar"
Si Pitung,DKI Jakarta,pin,"Ia tetap merampok orang-orang kaya, dengan cara berpindah tempat agar tak mudah tertangkap"
Si Pitung,DKI Jakarta,si Pitung,"Kesal karena tak bisa menangkap si Pitung, pemerintah Belanda menggunakan cara yang licik"
Si Pitung,DKI Jakarta,Haji Naipin,Mereka menangkap Pak Piun dan Haji Naipin
Si Pitung,DKI Jakarta,Schout Heyne,Salah satu pejabat pemerintah Belanda yang bernama Schout Heyne mengumumkan bahwa kedua orang tersebut akan dihukum mati jika si Pitung tak menyerah
Si Pitung,DKI Jakarta,si Pitung,Berita itu sampai juga ke telinga si Pitung
Si Pitung,DKI Jakarta,Schout Heyne,Ia lalu mengirim pesan pada Schout Heyne
Si Pitung,DKI Jakarta,Si Pitung,Si Pitung bersedia menyerahkan diri jika ayah dan gurunya dibebaskan
Si Pitung,DKI Jakarta,Schout Heyne,Schout Heyne menyetujui permintaan si Pitung
Si Pitung,DKI Jakarta,Haji Naipin,"Pak Piun dibebaskan, tapi Haji Naipin tetap disandera sampai si Pitung menyerahkan diri"
Si Pitung,DKI Jakarta,si Pitung,Akhirnya si Pitung muncul
Si Pitung,DKI Jakarta,Haji Naipin,"“Lepaskan Haji Naipin, dan kau bebas menangkapku,” kata si Pitung"
Si Pitung,DKI Jakarta,Schout Heyne,Schout Heyne menuruti permintaan tersebut
Si Pitung,DKI Jakarta,Haji Naipin,Haji Naipin pun dilepaskan
Si Pitung,DKI Jakarta,Pitung,"“Pitung, kau telah meresahkan banyak orang dengan kelakuanmu itu"
Si Pitung,DKI Jakarta,Schout Heyne,"Untuk itu, kau harus dihukum mati,” kata Schout Heyne"
Si Pitung,DKI Jakarta,si Pitung,"“Kau tidak keliru? Bukannya kau dan para tuan tanah itu yang meresahkan orang banyak? Aku tidak takut dengan ancamanmu,” jawab si Pitung"
Si Pitung,DKI Jakarta,Schout Heyne,"Pasukan, tembak dia!” perintah Schout Heyne pada pasukannya"
Si Pitung,DKI Jakarta,Schout Heyne,Pak Piun dan Haji Naipin berteriak memprotes keputusan Schout Heyne
Si Pitung,DKI Jakarta,Pak Piun,“Bukankah anakku sudah menyerahkan diri? Mengapa harus dihukum mati?” ratap Pak Piun
Si Pitung,DKI Jakarta,Schout Heyne,"Namun Schout Heyne tak perduli, baginya si Pitung telah mengancam jabatannya"
Si Pitung,DKI Jakarta,si Pitung,"Suara rentetan peluru pun memecahkan kesunyian, tubuh si Pitung roboh bersimbah darah terkena peluru para prajurit Belanda"
Si Pitung,DKI Jakarta,Haji Naipin,Pak Piun dan Haji Naipin sangat berduka
Si Pitung,DKI Jakarta,si Pitung,Mereka membawa pulang jenazah si Pitung kemudian menguburkannya
Sungai Jodoh,Batam,Mah Bongsu,"Di sebuah desa yang terletak di pedalaman Pulau Batam, hiduplah seorang gadis muda bernama Mah Bongsu"
Sungai Jodoh,Batam,Mah Piah,Gadis itu telah kehilangan kedua orangtuanya dan sekarang tinggal dan bekerja sebagai pembantu di rumah seorang wanita tua bernama Mah Piah
Sungai Jodoh,Batam,Siti Mayang,"Mah Piah adalah seorang wanita yang kikir dan serakah, sementara anaknya, Siti Mayang, memiliki sifat yang serupa"
Sungai Jodoh,Batam,Mah Bongsu,"Setiap hari, Mah Bongsu pergi ke sungai untuk mencuci pakaian rumah tangga"
Sungai Jodoh,Batam,Mah Bongsu,"Meskipun ketakutan, Mah Bongsu tidak diserang oleh ular tersebut"
Sungai Jodoh,Batam,Mah Bongsu,"Merasa kasihan, Mah Bongsu membawa ular tersebut ke rumahnya dan dengan penuh kehati-hatian merawatnya"
Sungai Jodoh,Batam,Mah Bongsu,"Setiap kali kulit sang ular terlepas, Mah Bongsu memungutnya dan membakarnya"
Sungai Jodoh,Batam,Mah Bongsu,"Dalam waktu singkat, Mah Bongsu menjadi kaya raya dan dihormati oleh penduduk desa sekitar"
Sungai Jodoh,Batam,Mah Bongsu,"Sebaliknya, Mah Bongsu tetap menjadi sosok yang dermawan dan selalu siap membantu siapa pun yang membutuhkan"
Sungai Jodoh,Batam,Siti Mayang,"Namun, rahasia kekayaan Mah Bongsu akhirnya terungkap oleh Mah Piah dan Siti Mayang"
Sungai Jodoh,Batam,Mah Bongsu,"Mereka berusaha mencari tahu asal usul kekayaan tersebut, dan pada suatu malam, mereka menemukan ular yang telah dirawat oleh Mah Bongsu beserta tumpukan kulit yang sudah mengelupas di kamar gadis itu"
Sungai Jodoh,Batam,Mah Bongsu,"Tanpa ragu, mereka percaya bahwa ular itu adalah hewan ajaib yang menjadi sumber kekayaan bagi Mah Bongsu"
Sungai Jodoh,Batam,Siti Mayang,"Tanpa memikirkan konsekuensinya, Mah Piah dan Siti Mayang pergi ke hutan untuk mencari ular yang sama"
Sungai Jodoh,Batam,Mah Bongsu,Mereka akhirnya menemukan seekor ular berbisa dan membawanya pulang dengan harapan mendapatkan kekayaan yang sama seperti yang dinikmati oleh Mah Bongsu
Sungai Jodoh,Batam,Siti Mayang,"Namun, niat mereka berbalik menjadi bencana ketika ular tersebut menyengat Siti Mayang, yang akhirnya meninggal dunia akibat racun yang mematikan"
Sungai Jodoh,Batam,Mah Bongsu,"Sementara itu, ular yang dirawat dengan penuh kasih oleh Mah Bongsu telah sembuh dari luka-lukanya"
Sungai Jodoh,Batam,Mah Bongsu,"Ketika Mah Bongsu hendak memberi makan pada ular tersebut, ular itu tiba-tiba berbicara"
Sungai Jodoh,Batam,Mah Bongsu,"""Malam ini, tolong antarkan aku ke sungai,"" pinta ular tersebut pada Mah Bongsu"
Sungai Jodoh,Batam,Mah Bongsu,"Tanpa bertanya, Mah Bongsu mengabulkan permintaan ular itu dan membawanya ke sungai"
Sungai Jodoh,Batam,Mah Bongsu,"Di tepi sungai, ular tersebut berkata pada Mah Bongsu, ""Sudah waktunya bagiku untuk melamarmu sebagai istriku"
Sungai Jodoh,Batam,Mah Bongsu,""" Mah Bongsu terkejut melihat ular itu berubah menjadi seorang pemuda yang gagah dan tampan"
Sungai Jodoh,Batam,Mah Bongsu,"Tidak percaya dengan kejadian yang baru saja terjadi, Mah Bongsu menerima lamaran pemuda itu"
